"";"CrossVal";"VarSel";"numGenes";"Classif";"misclassification";"sensitivity";"specificity"
"67";"mccv";"tttest";5;"knnCMA";0,0141666666666667;1;0,973
"68";"mccv";"tttest";5;"rfCMA";0,0180555555555556;0,98;0,984
"69";"mccv";"tttest";5;"scdaCMA";0;1;1
"70";"mccv";"tttest";5;"svmCMA";0;1;1
"71";"mccv";"tttest";10;"dldaCMA";0,0025;1;0,995
"72";"mccv";"tttest";10;"knnCMA";0;1;1
"73";"mccv";"tttest";10;"rfCMA";0,0136111111111111;0,98;0,991
"74";"mccv";"tttest";10;"scdaCMA";0,0025;1;0,995
"75";"mccv";"tttest";10;"svmCMA";0;1;1
"76";"mccv";"tttest";25;"dldaCMA";0,0302777777777778;0,975;0,965
"77";"mccv";"tttest";25;"knnCMA";0,0391666666666667;0,965;0,956
"78";"mccv";"tttest";25;"rfCMA";0,0508333333333333;0,94;0,956
"79";"mccv";"tttest";25;"scdaCMA";0,0302777777777778;0,975;0,965
"80";"mccv";"tttest";25;"svmCMA";0,035;0,97;0,961
"81";"mccv";"rfe";2;"dldaCMA";0,0188888888888889;1;0,964
"82";"mccv";"rfe";2;"knnCMA";0,0211111111111111;0,99;0,969
"83";"mccv";"rfe";2;"rfCMA";0,0280555555555556;0,97;0,973
"84";"mccv";"rfe";2;"scdaCMA";0,0188888888888889;1;0,964
"85";"mccv";"rfe";2;"svmCMA";0,0141666666666667;0,99;0,982
"86";"mccv";"rfe";5;"dldaCMA";0,00472222222222222;1;0,991
"87";"mccv";"rfe";5;"knnCMA";0,00222222222222222;1;0,996
"88";"mccv";"rfe";5;"rfCMA";0,0205555555555556;0,975;0,982
"89";"mccv";"rfe";5;"scdaCMA";0,00472222222222222;1;0,991
"90";"mccv";"rfe";5;"svmCMA";0,00222222222222222;1;0,996
"91";"mccv";"rfe";10;"dldaCMA";0,0306666666666667;0,974285714285714;0,965
"92";"mccv";"rfe";10;"knnCMA";0,0346666666666667;0,968571428571429;0,9625
"93";"mccv";"rfe";10;"rfCMA";0,0306666666666667;0,968571428571429;0,97
"94";"mccv";"rfe";10;"scdaCMA";0,0306666666666667;0,974285714285714;0,965
"95";"mccv";"rfe";10;"svmCMA";0,0213333333333333;0,977142857142857;0,98
"96";"mccv";"rfe";25;"dldaCMA";0,00266666666666667;1;0,995
"97";"mccv";"rfe";25;"knnCMA";0,0133333333333333;0,997142857142857;0,9775
"98";"mccv";"rfe";25;"rfCMA";0,0133333333333333;0,98;0,9925
"99";"mccv";"rfe";25;"scdaCMA";0,00266666666666667;1;0,995
"100";"mccv";"rfe";25;"svmCMA";0,00133333333333333;0,997142857142857;1
"101";"mccv";"lasso";2;"dldaCMA";0,00266666666666667;1;0,995
"102";"mccv";"lasso";2;"knnCMA";0;1;1
"103";"mccv";"lasso";2;"rfCMA";0,00666666666666667;0,988571428571429;0,9975
"104";"mccv";"lasso";2;"scdaCMA";0,00266666666666667;1;0,995
"105";"mccv";"lasso";2;"svmCMA";0;1;1
"106";"mccv";"lasso";5;"dldaCMA";0,0293333333333333;0,974285714285714;0,9675
"107";"mccv";"lasso";5;"knnCMA";0,0346666666666667;0,971428571428571;0,96
"108";"mccv";"lasso";5;"rfCMA";0,0413333333333333;0,962857142857143;0,955
"109";"mccv";"lasso";5;"scdaCMA";0,0293333333333333;0,974285714285714;0,9675
"110";"mccv";"lasso";5;"svmCMA";0,024;0,977142857142857;0,975
"111";"mccv";"lasso";10;"dldaCMA";0,0186666666666667;0,994285714285714;0,97
"112";"mccv";"lasso";10;"knnCMA";0,0173333333333333;0,991428571428571;0,975
"113";"mccv";"lasso";10;"rfCMA";0,028;0,974285714285714;0,97
"114";"mccv";"lasso";10;"scdaCMA";0,0186666666666667;0,994285714285714;0,97
"115";"mccv";"lasso";10;"svmCMA";0,012;0,991428571428571;0,985
"116";"mccv";"lasso";25;"dldaCMA";0,0106666666666667;1;0,98
"117";"mccv";"lasso";25;"knnCMA";0,00266666666666667;1;0,995
"118";"mccv";"lasso";25;"rfCMA";0,012;0,985714285714286;0,99
"119";"mccv";"lasso";25;"scdaCMA";0,0106666666666667;1;0,98
"120";"mccv";"lasso";25;"svmCMA";0,00266666666666667;1;0,995
